MatchID,Blue_Team,Purp_Team,Blue_Tower,Blue_Inhib,Blue_Baron,Blue_Dragon,Purp_Tower,Purp_Inhib,Purp_Baron,Purp_Dragon,Blue_Kills,Blue_Assists,Blue_Gold,Purp_Kills,Purp_Assists,Purp_Gold,Blue_BookOdds,Purp_BookOdds,Blue_ModelOdds,Purp_ModelOdds
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,1,1,8083,0,0,7147,1.73,1.99,1.47,2.52
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,1,1,8254,0,0,7377,1.73,1.99,1.49,2.47
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,1,1,8560,0,0,7565,1.73,1.99,1.46,2.58
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,1,1,8759,0,0,7901,1.57,2.26,1.5,2.45
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,1,1,8995,0,0,8163,1.57,2.26,1.51,2.43
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,1,1,9256,0,0,8650,1.57,2.26,1.58,2.25
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,1,1,9514,0,0,8874,1.57,2.26,1.57,2.28
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,1,1,9700,0,0,9093,1.57,2.26,1.58,2.25
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,1,1,9893,0,0,9341,1.57,2.26,1.61,2.21
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,10487,0,0,9554,1.57,2.26,1.44,2.64
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,10487,0,0,9554,1.44,2.59,1.44,2.64
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,10699,0,0,9746,1.44,2.59,1.43,2.66
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,10904,0,0,9941,1.44,2.59,1.43,2.67
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,11113,0,0,10093,1.44,2.59,1.41,2.73
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,11325,0,0,10391,1.44,2.59,1.44,2.64
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,11716,0,0,10686,1.44,2.59,1.41,2.74
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,11983,0,0,11105,1.44,2.59,1.45,2.59
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,12223,0,0,11319,1.44,2.59,1.44,2.61
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,12223,0,0,11319,1.4,2.73,1.44,2.61
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,12367,0,0,11542,1.4,2.73,1.47,2.54
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,12509,0,0,11709,1.4,2.73,1.48,2.52
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,12799,0,0,11930,1.4,2.73,1.45,2.58
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,12963,0,0,12110,1.4,2.73,1.46,2.56
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,13264,0,0,12408,1.4,2.73,1.46,2.57
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,13581,0,0,12699,1.4,2.73,1.45,2.59
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,14040,0,0,12895,1.4,2.73,1.38,2.86
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,14308,0,0,13191,1.4,2.73,1.39,2.83
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,14590,0,0,13407,1.4,2.73,1.37,2.9
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,14806,0,0,13794,1.4,2.73,1.41,2.72
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,15219,0,0,13952,1.4,2.73,1.35,3.0
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,15510,0,0,14270,1.4,2.73,1.36,2.96
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,15510,0,0,14270,1.32,3.1,1.36,2.96
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,15651,0,0,14538,1.32,3.1,1.39,2.82
104169295295198347,MAD Lions,Schalke 04,0,0,0,0,0,0,0,0,2,3,15956,0,0,14640,1.32,3.1,1.34,3.05
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,16303,0,0,14837,1.32,3.1,1.26,3.54
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,16303,0,0,14837,1.26,3.5,1.26,3.54
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,16695,0,0,15135,1.26,3.5,1.24,3.68
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,16818,0,0,15531,1.26,3.5,1.3,3.28
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,16922,0,0,15697,1.26,3.5,1.31,3.2
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,17114,1,2,16359,1.26,3.5,1.46,2.55
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,17361,1,2,16654,1.26,3.5,1.48,2.51
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,17361,1,2,16654,1.36,2.9,1.48,2.51
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,17574,1,2,16800,1.36,2.9,1.46,2.57
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,17716,1,2,16907,1.36,2.9,1.45,2.6
104169295295198347,MAD Lions,Schalke 04,0,0,0,1,0,0,0,0,2,3,18113,1,2,17043,1.36,2.9,1.38,2.87
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,19182,1,2,17215,1.36,2.9,1.12,5.57
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,19714,1,2,17674,1.36,2.9,1.11,5.77
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,19848,1,2,17868,1.36,2.9,1.11,5.61
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,19848,1,2,17868,1.44,2.59,1.11,5.61
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,20183,1,2,18125,1.44,2.59,1.11,5.82
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,20393,1,2,18392,1.44,2.59,1.11,5.67
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,20393,1,2,18392,1.5,2.42,1.11,5.67
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,20773,1,2,18491,1.5,2.42,1.09,6.48
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,21037,1,2,18704,1.5,2.42,1.08,6.65
104169295295198347,MAD Lions,Schalke 04,1,0,0,1,0,0,0,0,2,3,21306,1,2,18842,1.5,2.42,1.07,7.09
104169295295198347,MAD Lions,Schalke 04,2,0,0,1,1,0,0,0,4,5,25536,2,3,23068,1.32,3.1,1.07,7.06
104169295295198347,MAD Lions,Schalke 04,2,0,0,1,1,0,0,0,4,5,25645,2,3,23215,1.32,3.1,1.07,6.93
104169295295198347,MAD Lions,Schalke 04,2,0,0,1,1,0,0,0,5,6,26259,2,3,23442,1.32,3.1,1.05,8.35
104169295295198347,MAD Lions,Schalke 04,2,0,0,1,1,0,0,0,5,6,26467,2,3,23616,1.32,3.1,1.04,8.49
104169295295198347,MAD Lions,Schalke 04,2,0,0,1,1,0,0,0,5,6,26895,2,3,24238,1.32,3.1,1.06,7.71
104169295295198347,MAD Lions,Schalke 04,2,0,0,1,1,0,0,0,5,6,26895,2,3,24238,1.26,3.5,1.06,7.71
104169295295198347,MAD Lions,Schalke 04,2,0,0,1,1,0,0,0,5,6,26895,2,3,24238,1.22,3.8,1.06,7.71
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,1,0,0,0,5,6,30205,3,7,28256,1.36,2.9,1.14,4.99
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,1,0,0,0,5,6,30447,3,7,28474,1.36,2.9,1.14,5.04
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,1,0,0,0,5,6,30775,3,7,28769,1.36,2.9,1.14,5.12
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,2,0,0,0,5,6,30940,3,7,29380,1.36,2.9,1.31,3.19
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,2,0,0,0,5,6,30940,3,7,29380,1.53,2.35,1.31,3.19
